CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0022000006459512WH;22/12/2016;8;0,144;R;
ES0022000006459512WH;22/12/2016;9;0,076;R;
ES0022000006459512WH;22/12/2016;10;0,028;R;
ES0022000006459512WH;22/12/2016;11;0,075;R;
ES0022000006459512WH;22/12/2016;12;0,027;R;
ES0022000006459512WH;22/12/2016;13;0,075;R;
ES0022000006459512WH;22/12/2016;14;0,028;R;
ES0022000006459512WH;22/12/2016;15;0,073;R;
ES0022000006459512WH;22/12/2016;16;0,029;R;
ES0022000006459512WH;22/12/2016;17;0,064;R;
ES0022000006459512WH;22/12/2016;18;0,038;R;
ES0022000006459512WH;22/12/2016;19;0,055;R;
ES0022000006459512WH;22/12/2016;20;0,278;R;
ES0022000006459512WH;22/12/2016;21;0,144;R;
ES0022000006459512WH;22/12/2016;22;0,365;R;
ES0022000006459512WH;22/12/2016;23;0,128;R;
ES0022000006459512WH;22/12/2016;24;0,13;R;
ES0022000006459512WH;23/12/2016;1;0,171;R;
ES0022000006459512WH;23/12/2016;2;0,137;R;
ES0022000006459512WH;23/12/2016;3;0,159;R;
ES0022000006459512WH;23/12/2016;4;0,149;R;
ES0022000006459512WH;23/12/2016;5;0,059;R;
ES0022000006459512WH;23/12/2016;6;1,176;R;
ES0022000006459512WH;23/12/2016;7;0,486;R;
ES0022000006459512WH;23/12/2016;8;0,045;R;
ES0022000006459512WH;23/12/2016;9;0,049;R;
ES0022000006459512WH;23/12/2016;10;0,05;R;
ES0022000006459512WH;23/12/2016;11;0,043;R;
ES0022000006459512WH;23/12/2016;12;0,057;R;
ES0022000006459512WH;23/12/2016;13;0,3;R;
ES0022000006459512WH;23/12/2016;14;0,236;R;
ES0022000006459512WH;23/12/2016;15;0,476;R;
ES0022000006459512WH;23/12/2016;16;0,103;R;
ES0022000006459512WH;23/12/2016;17;0,093;R;
ES0022000006459512WH;23/12/2016;18;0,059;R;
ES0022000006459512WH;23/12/2016;19;0,035;R;
ES0022000006459512WH;23/12/2016;20;0,069;R;
ES0022000006459512WH;23/12/2016;21;0,028;R;
ES0022000006459512WH;23/12/2016;22;0,143;R;
ES0022000006459512WH;23/12/2016;23;0,342;R;
ES0022000006459512WH;23/12/2016;24;0,171;R;
ES0022000006459512WH;24/12/2016;1;0,039;R;
ES0022000006459512WH;24/12/2016;2;0,08;R;
ES0022000006459512WH;24/12/2016;3;0,03;R;
ES0022000006459512WH;24/12/2016;4;0,056;R;
ES0022000006459512WH;24/12/2016;5;0,032;R;
ES0022000006459512WH;24/12/2016;6;1,103;R;
ES0022000006459512WH;24/12/2016;7;0,288;R;
ES0022000006459512WH;24/12/2016;8;0,03;R;
ES0022000006459512WH;24/12/2016;9;0,243;R;
ES0022000006459512WH;24/12/2016;10;0,06;R;
ES0022000006459512WH;24/12/2016;11;0,036;R;
ES0022000006459512WH;24/12/2016;12;0,043;R;
ES0022000006459512WH;24/12/2016;13;0,037;R;
ES0022000006459512WH;24/12/2016;14;0,04;R;
ES0022000006459512WH;24/12/2016;15;0,041;R;
ES0022000006459512WH;24/12/2016;16;0,043;R;
ES0022000006459512WH;24/12/2016;17;0,036;R;
ES0022000006459512WH;24/12/2016;18;0,044;R;
ES0022000006459512WH;24/12/2016;19;0,035;R;
ES0022000006459512WH;24/12/2016;20;0,044;R;
ES0022000006459512WH;24/12/2016;21;0,043;R;
ES0022000006459512WH;24/12/2016;22;0,035;R;
ES0022000006459512WH;24/12/2016;23;0,044;R;
ES0022000006459512WH;24/12/2016;24;0,044;R;
ES0022000006459512WH;25/12/2016;1;0,034;R;
ES0022000006459512WH;25/12/2016;2;0,044;R;
ES0022000006459512WH;25/12/2016;3;0,044;R;
ES0022000006459512WH;25/12/2016;4;0,026;R;
ES0022000006459512WH;25/12/2016;5;0,037;R;
ES0022000006459512WH;25/12/2016;6;0,033;R;
ES0022000006459512WH;25/12/2016;7;0,03;R;
ES0022000006459512WH;25/12/2016;8;0,037;R;
ES0022000006459512WH;25/12/2016;9;0,029;R;
ES0022000006459512WH;25/12/2016;10;0,033;R;
ES0022000006459512WH;25/12/2016;11;0,042;R;
ES0022000006459512WH;25/12/2016;12;0,035;R;
ES0022000006459512WH;25/12/2016;13;0,043;R;
ES0022000006459512WH;25/12/2016;14;0,042;R;
ES0022000006459512WH;25/12/2016;15;0,037;R;
ES0022000006459512WH;25/12/2016;16;0,042;R;
ES0022000006459512WH;25/12/2016;17;0,038;R;
ES0022000006459512WH;25/12/2016;18;0,041;R;
ES0022000006459512WH;25/12/2016;19;0,045;R;
ES0022000006459512WH;25/12/2016;20;0,034;R;
ES0022000006459512WH;25/12/2016;21;0,044;R;
ES0022000006459512WH;25/12/2016;22;0,039;R;
ES0022000006459512WH;25/12/2016;23;0,039;R;
ES0022000006459512WH;25/12/2016;24;0,044;R;
ES0022000006459512WH;26/12/2016;1;0,034;R;
ES0022000006459512WH;26/12/2016;2;0,044;R;
ES0022000006459512WH;26/12/2016;3;0,045;R;
ES0022000006459512WH;26/12/2016;4;0,033;R;
ES0022000006459512WH;26/12/2016;5;0,045;R;
ES0022000006459512WH;26/12/2016;6;0,044;R;
ES0022000006459512WH;26/12/2016;7;0,034;R;
ES0022000006459512WH;26/12/2016;8;0,045;R;
ES0022000006459512WH;26/12/2016;9;0,036;R;
ES0022000006459512WH;26/12/2016;10;0,042;R;
ES0022000006459512WH;26/12/2016;11;0,045;R;
ES0022000006459512WH;26/12/2016;12;0,033;R;
ES0022000006459512WH;26/12/2016;13;0,044;R;
ES0022000006459512WH;26/12/2016;14;0,039;R;
ES0022000006459512WH;26/12/2016;15;0,038;R;
ES0022000006459512WH;26/12/2016;16;0,043;R;
ES0022000006459512WH;26/12/2016;17;0,035;R;
ES0022000006459512WH;26/12/2016;18;0,043;R;
ES0022000006459512WH;26/12/2016;19;0,042;R;
ES0022000006459512WH;26/12/2016;20;0,035;R;
ES0022000006459512WH;26/12/2016;21;0,045;R;
ES0022000006459512WH;26/12/2016;22;0,036;R;
ES0022000006459512WH;26/12/2016;23;0,042;R;
ES0022000006459512WH;26/12/2016;24;0,044;R;
ES0022000006459512WH;27/12/2016;1;0,034;R;
ES0022000006459512WH;27/12/2016;2;0,043;R;
ES0022000006459512WH;27/12/2016;3;0,044;R;
ES0022000006459512WH;27/12/2016;4;0,033;R;
ES0022000006459512WH;27/12/2016;5;0,041;R;
ES0022000006459512WH;27/12/2016;6;0,04;R;
ES0022000006459512WH;27/12/2016;7;0,03;R;
ES0022000006459512WH;27/12/2016;8;0,042;R;
ES0022000006459512WH;27/12/2016;9;0,039;R;
ES0022000006459512WH;27/12/2016;10;0,038;R;
ES0022000006459512WH;27/12/2016;11;0,044;R;
ES0022000006459512WH;27/12/2016;12;0,034;R;
ES0022000006459512WH;27/12/2016;13;0,043;R;
ES0022000006459512WH;27/12/2016;14;0,043;R;
ES0022000006459512WH;27/12/2016;15;0,033;R;
ES0022000006459512WH;27/12/2016;16;0,045;R;
ES0022000006459512WH;27/12/2016;17;0,041;R;
ES0022000006459512WH;27/12/2016;18;0,036;R;
ES0022000006459512WH;27/12/2016;19;0,044;R;
ES0022000006459512WH;27/12/2016;20;0,034;R;
ES0022000006459512WH;27/12/2016;21;0,044;R;
ES0022000006459512WH;27/12/2016;22;0,045;R;
ES0022000006459512WH;27/12/2016;23;0,032;R;
ES0022000006459512WH;27/12/2016;24;0,043;R;
ES0022000006459512WH;28/12/2016;1;0,038;R;
ES0022000006459512WH;28/12/2016;2;0,04;R;
ES0022000006459512WH;28/12/2016;3;0,045;R;
ES0022000006459512WH;28/12/2016;4;0,034;R;
ES0022000006459512WH;28/12/2016;5;0,044;R;
ES0022000006459512WH;28/12/2016;6;0,044;R;
ES0022000006459512WH;28/12/2016;7;0,035;R;
ES0022000006459512WH;28/12/2016;8;0,045;R;
ES0022000006459512WH;28/12/2016;9;0,033;R;
ES0022000006459512WH;28/12/2016;10;0,041;R;
ES0022000006459512WH;28/12/2016;11;0,044;R;
ES0022000006459512WH;28/12/2016;12;0,033;R;
ES0022000006459512WH;28/12/2016;13;0,043;R;
ES0022000006459512WH;28/12/2016;14;0,033;R;
ES0022000006459512WH;28/12/2016;15;0,043;R;
ES0022000006459512WH;28/12/2016;16;0,04;R;
ES0022000006459512WH;28/12/2016;17;0,033;R;
ES0022000006459512WH;28/12/2016;18;0,04;R;
ES0022000006459512WH;28/12/2016;19;0,033;R;
ES0022000006459512WH;28/12/2016;20;0,054;R;
ES0022000006459512WH;28/12/2016;21;0,048;R;
ES0022000006459512WH;28/12/2016;22;0,034;R;
ES0022000006459512WH;28/12/2016;23;0,043;R;
ES0022000006459512WH;28/12/2016;24;0,034;R;
ES0022000006459512WH;29/12/2016;1;0,035;R;
ES0022000006459512WH;29/12/2016;2;0,042;R;
ES0022000006459512WH;29/12/2016;3;0,033;R;
ES0022000006459512WH;29/12/2016;4;0,041;R;
ES0022000006459512WH;29/12/2016;5;0,031;R;
ES0022000006459512WH;29/12/2016;6;0,043;R;
ES0022000006459512WH;29/12/2016;7;0,044;R;
ES0022000006459512WH;29/12/2016;8;0,032;R;
ES0022000006459512WH;29/12/2016;9;0,038;R;
ES0022000006459512WH;29/12/2016;10;0,03;R;
ES0022000006459512WH;29/12/2016;11;0,045;R;
ES0022000006459512WH;29/12/2016;12;0,037;R;
ES0022000006459512WH;29/12/2016;13;0,041;R;
ES0022000006459512WH;29/12/2016;14;0,045;R;
ES0022000006459512WH;29/12/2016;15;0,034;R;
ES0022000006459512WH;29/12/2016;16;0,044;R;
ES0022000006459512WH;29/12/2016;17;0,033;R;
ES0022000006459512WH;29/12/2016;18;0,041;R;
ES0022000006459512WH;29/12/2016;19;0,031;R;
ES0022000006459512WH;29/12/2016;20;0,043;R;
ES0022000006459512WH;29/12/2016;21;0,037;R;
ES0022000006459512WH;29/12/2016;22;0,038;R;
ES0022000006459512WH;29/12/2016;23;0,042;R;
ES0022000006459512WH;29/12/2016;24;0,031;R;
ES0022000006459512WH;30/12/2016;1;0,041;R;
ES0022000006459512WH;30/12/2016;2;0,032;R;
ES0022000006459512WH;30/12/2016;3;0,04;R;
ES0022000006459512WH;30/12/2016;4;0,03;R;
ES0022000006459512WH;30/12/2016;5;0,042;R;
ES0022000006459512WH;30/12/2016;6;0,035;R;
ES0022000006459512WH;30/12/2016;7;0,036;R;
ES0022000006459512WH;30/12/2016;8;0,039;R;
ES0022000006459512WH;30/12/2016;9;0,031;R;
ES0022000006459512WH;30/12/2016;10;0,041;R;
ES0022000006459512WH;30/12/2016;11;0,032;R;
ES0022000006459512WH;30/12/2016;12;0,043;R;
ES0022000006459512WH;30/12/2016;13;0,029;R;
ES0022000006459512WH;30/12/2016;14;0,04;R;
ES0022000006459512WH;30/12/2016;15;0,032;R;
ES0022000006459512WH;30/12/2016;16;0,043;R;
ES0022000006459512WH;30/12/2016;17;0,029;R;
ES0022000006459512WH;30/12/2016;18;0,04;R;
ES0022000006459512WH;30/12/2016;19;0,029;R;
ES0022000006459512WH;30/12/2016;20;0,042;R;
ES0022000006459512WH;30/12/2016;21;0,029;R;
ES0022000006459512WH;30/12/2016;22;0,044;R;
ES0022000006459512WH;30/12/2016;23;0,032;R;
ES0022000006459512WH;30/12/2016;24;0,043;R;
ES0022000006459512WH;31/12/2016;1;0,03;R;
ES0022000006459512WH;31/12/2016;2;0,04;R;
ES0022000006459512WH;31/12/2016;3;0,03;R;
ES0022000006459512WH;31/12/2016;4;0,039;R;
ES0022000006459512WH;31/12/2016;5;0,026;R;
ES0022000006459512WH;31/12/2016;6;0,039;R;
ES0022000006459512WH;31/12/2016;7;0,026;R;
ES0022000006459512WH;31/12/2016;8;0,037;R;
ES0022000006459512WH;31/12/2016;9;0,027;R;
ES0022000006459512WH;31/12/2016;10;0,036;R;
ES0022000006459512WH;31/12/2016;11;0,035;R;
ES0022000006459512WH;31/12/2016;12;0,039;R;
ES0022000006459512WH;31/12/2016;13;0,034;R;
ES0022000006459512WH;31/12/2016;14;0,035;R;
ES0022000006459512WH;31/12/2016;15;0,043;R;
ES0022000006459512WH;31/12/2016;16;0,032;R;
ES0022000006459512WH;31/12/2016;17;0,042;R;
ES0022000006459512WH;31/12/2016;18;0,03;R;
ES0022000006459512WH;31/12/2016;19;0,038;R;
ES0022000006459512WH;31/12/2016;20;0,034;R;
ES0022000006459512WH;31/12/2016;21;0,108;R;
ES0022000006459512WH;31/12/2016;22;0,078;R;
ES0022000006459512WH;31/12/2016;23;0,037;R;
ES0022000006459512WH;31/12/2016;24;0,036;R;
ES0022000006459512WH;01/01/2017;1;0,048;R;
ES0022000006459512WH;01/01/2017;2;0,047;R;
ES0022000006459512WH;01/01/2017;3;0,046;R;
ES0022000006459512WH;01/01/2017;4;0,022;R;
ES0022000006459512WH;01/01/2017;5;0,031;R;
ES0022000006459512WH;01/01/2017;6;0,037;R;
ES0022000006459512WH;01/01/2017;7;0,037;R;
ES0022000006459512WH;01/01/2017;8;0,03;R;
ES0022000006459512WH;01/01/2017;9;0,022;R;
ES0022000006459512WH;01/01/2017;10;0,037;R;
ES0022000006459512WH;01/01/2017;11;0,043;R;
ES0022000006459512WH;01/01/2017;12;0,042;R;
ES0022000006459512WH;01/01/2017;13;0,02;R;
ES0022000006459512WH;01/01/2017;14;0,044;R;
ES0022000006459512WH;01/01/2017;15;0,042;R;
ES0022000006459512WH;01/01/2017;16;0,034;R;
ES0022000006459512WH;01/01/2017;17;0,028;R;
ES0022000006459512WH;01/01/2017;18;0,04;R;
ES0022000006459512WH;01/01/2017;19;0,042;R;
ES0022000006459512WH;01/01/2017;20;0,025;R;
ES0022000006459512WH;01/01/2017;21;0,038;R;
ES0022000006459512WH;01/01/2017;22;0,066;R;
ES0022000006459512WH;01/01/2017;23;0,037;R;
ES0022000006459512WH;01/01/2017;24;0,026;R;
ES0022000006459512WH;02/01/2017;1;0,044;R;
ES0022000006459512WH;02/01/2017;2;0,043;R;
ES0022000006459512WH;02/01/2017;3;0,022;R;
ES0022000006459512WH;02/01/2017;4;0,042;R;
ES0022000006459512WH;02/01/2017;5;0,043;R;
ES0022000006459512WH;02/01/2017;6;0,021;R;
ES0022000006459512WH;02/01/2017;7;0,041;R;
ES0022000006459512WH;02/01/2017;8;0,043;R;
ES0022000006459512WH;02/01/2017;9;0,033;R;
ES0022000006459512WH;02/01/2017;10;0,027;R;
ES0022000006459512WH;02/01/2017;11;0,043;R;
ES0022000006459512WH;02/01/2017;12;0,042;R;
ES0022000006459512WH;02/01/2017;13;0,02;R;
ES0022000006459512WH;02/01/2017;14;0,046;R;
ES0022000006459512WH;02/01/2017;15;0,046;R;
ES0022000006459512WH;02/01/2017;16;0,022;R;
ES0022000006459512WH;02/01/2017;17;0,04;R;
ES0022000006459512WH;02/01/2017;18;0,043;R;
ES0022000006459512WH;02/01/2017;19;0,03;R;
ES0022000006459512WH;02/01/2017;20;0,03;R;
ES0022000006459512WH;02/01/2017;21;0,04;R;
ES0022000006459512WH;02/01/2017;22;0,041;R;
ES0022000006459512WH;02/01/2017;23;0,023;R;
ES0022000006459512WH;02/01/2017;24;0,041;R;
ES0022000006459512WH;03/01/2017;1;0,043;R;
ES0022000006459512WH;03/01/2017;2;0,023;R;
ES0022000006459512WH;03/01/2017;3;0,037;R;
ES0022000006459512WH;03/01/2017;4;0,043;R;
ES0022000006459512WH;03/01/2017;5;0,035;R;
ES0022000006459512WH;03/01/2017;6;0,025;R;
ES0022000006459512WH;03/01/2017;7;0,042;R;
ES0022000006459512WH;03/01/2017;8;0,041;R;
ES0022000006459512WH;03/01/2017;9;0,018;R;
ES0022000006459512WH;03/01/2017;10;0,043;R;
ES0022000006459512WH;03/01/2017;11;0,042;R;
ES0022000006459512WH;03/01/2017;12;0,027;R;
ES0022000006459512WH;03/01/2017;13;0,035;R;
ES0022000006459512WH;03/01/2017;14;0,045;R;
ES0022000006459512WH;03/01/2017;15;0,043;R;
ES0022000006459512WH;03/01/2017;16;0,02;R;
ES0022000006459512WH;03/01/2017;17;0,043;R;
ES0022000006459512WH;03/01/2017;18;0,04;R;
ES0022000006459512WH;03/01/2017;19;0,027;R;
ES0022000006459512WH;03/01/2017;20;0,034;R;
ES0022000006459512WH;03/01/2017;21;0,041;R;
ES0022000006459512WH;03/01/2017;22;0,043;R;
ES0022000006459512WH;03/01/2017;23;0,02;R;
ES0022000006459512WH;03/01/2017;24;0,042;R;
ES0022000006459512WH;04/01/2017;1;0,043;R;
ES0022000006459512WH;04/01/2017;2;0,031;R;
ES0022000006459512WH;04/01/2017;3;0,029;R;
ES0022000006459512WH;04/01/2017;4;0,04;R;
ES0022000006459512WH;04/01/2017;5;0,042;R;
ES0022000006459512WH;04/01/2017;6;0,019;R;
ES0022000006459512WH;04/01/2017;7;0,041;R;
ES0022000006459512WH;04/01/2017;8;0,04;R;
ES0022000006459512WH;04/01/2017;9;0,034;R;
ES0022000006459512WH;04/01/2017;10;0,025;R;
ES0022000006459512WH;04/01/2017;11;0,042;R;
ES0022000006459512WH;04/01/2017;12;0,043;R;
ES0022000006459512WH;04/01/2017;13;0,026;R;
ES0022000006459512WH;04/01/2017;14;0,037;R;
ES0022000006459512WH;04/01/2017;15;0,042;R;
ES0022000006459512WH;04/01/2017;16;0,044;R;
ES0022000006459512WH;04/01/2017;17;0,018;R;
ES0022000006459512WH;04/01/2017;18;0,042;R;
ES0022000006459512WH;04/01/2017;19;0,043;R;
ES0022000006459512WH;04/01/2017;20;0,04;R;
ES0022000006459512WH;04/01/2017;21;0,019;R;
ES0022000006459512WH;04/01/2017;22;0,042;R;
ES0022000006459512WH;04/01/2017;23;0,043;R;
ES0022000006459512WH;04/01/2017;24;0,037;R;
ES0022000006459512WH;05/01/2017;1;0,024;R;
ES0022000006459512WH;05/01/2017;2;0,043;R;
ES0022000006459512WH;05/01/2017;3;0,042;R;
ES0022000006459512WH;05/01/2017;4;0,033;R;
ES0022000006459512WH;05/01/2017;5;0,028;R;
ES0022000006459512WH;05/01/2017;6;0,041;R;
ES0022000006459512WH;05/01/2017;7;0,042;R;
ES0022000006459512WH;05/01/2017;8;0,022;R;
ES0022000006459512WH;05/01/2017;9;0,038;R;
ES0022000006459512WH;05/01/2017;10;0,041;R;
ES0022000006459512WH;05/01/2017;11;0,043;R;
ES0022000006459512WH;05/01/2017;12;0,023;R;
ES0022000006459512WH;05/01/2017;13;0,04;R;
ES0022000006459512WH;05/01/2017;14;0,046;R;
ES0022000006459512WH;05/01/2017;15;0,038;R;
ES0022000006459512WH;05/01/2017;16;0,029;R;
ES0022000006459512WH;05/01/2017;17;0,042;R;
ES0022000006459512WH;05/01/2017;18;0,04;R;
ES0022000006459512WH;05/01/2017;19;0,028;R;
ES0022000006459512WH;05/01/2017;20;0,033;R;
ES0022000006459512WH;05/01/2017;21;0,04;R;
ES0022000006459512WH;05/01/2017;22;0,042;R;
ES0022000006459512WH;05/01/2017;23;0,022;R;
ES0022000006459512WH;05/01/2017;24;0,042;R;
ES0022000006459512WH;06/01/2017;1;0,044;R;
ES0022000006459512WH;06/01/2017;2;0,04;R;
ES0022000006459512WH;06/01/2017;3;0,02;R;
ES0022000006459512WH;06/01/2017;4;0,041;R;
ES0022000006459512WH;06/01/2017;5;0,044;R;
ES0022000006459512WH;06/01/2017;6;0,03;R;
ES0022000006459512WH;06/01/2017;7;0,029;R;
ES0022000006459512WH;06/01/2017;8;0,041;R;
ES0022000006459512WH;06/01/2017;9;0,04;R;
ES0022000006459512WH;06/01/2017;10;0,027;R;
ES0022000006459512WH;06/01/2017;11;0,036;R;
ES0022000006459512WH;06/01/2017;12;0,044;R;
ES0022000006459512WH;06/01/2017;13;0,041;R;
ES0022000006459512WH;06/01/2017;14;0,028;R;
ES0022000006459512WH;06/01/2017;15;0,035;R;
ES0022000006459512WH;06/01/2017;16;0,041;R;
ES0022000006459512WH;06/01/2017;17;0,041;R;
ES0022000006459512WH;06/01/2017;18;0,029;R;
ES0022000006459512WH;06/01/2017;19;0,031;R;
ES0022000006459512WH;06/01/2017;20;0,042;R;
ES0022000006459512WH;06/01/2017;21;0,042;R;
ES0022000006459512WH;06/01/2017;22;0,03;R;
ES0022000006459512WH;06/01/2017;23;0,033;R;
ES0022000006459512WH;06/01/2017;24;0,042;R;
ES0022000006459512WH;07/01/2017;1;0,043;R;
ES0022000006459512WH;07/01/2017;2;0,028;R;
ES0022000006459512WH;07/01/2017;3;0,033;R;
ES0022000006459512WH;07/01/2017;4;0,038;R;
ES0022000006459512WH;07/01/2017;5;0,038;R;
ES0022000006459512WH;07/01/2017;6;0,021;R;
ES0022000006459512WH;07/01/2017;7;0,031;R;
ES0022000006459512WH;07/01/2017;8;0,038;R;
ES0022000006459512WH;07/01/2017;9;0,037;R;
ES0022000006459512WH;07/01/2017;10;0,024;R;
ES0022000006459512WH;07/01/2017;11;0,036;R;
ES0022000006459512WH;07/01/2017;12;0,044;R;
ES0022000006459512WH;07/01/2017;13;0,04;R;
ES0022000006459512WH;07/01/2017;14;0,03;R;
ES0022000006459512WH;07/01/2017;15;0,034;R;
ES0022000006459512WH;07/01/2017;16;0,042;R;
ES0022000006459512WH;07/01/2017;17;0,041;R;
ES0022000006459512WH;07/01/2017;18;0,024;R;
ES0022000006459512WH;07/01/2017;19;0,034;R;
ES0022000006459512WH;07/01/2017;20;0,043;R;
ES0022000006459512WH;07/01/2017;21;0,043;R;
ES0022000006459512WH;07/01/2017;22;0,024;R;
ES0022000006459512WH;07/01/2017;23;0,038;R;
ES0022000006459512WH;07/01/2017;24;0,042;R;
ES0022000006459512WH;08/01/2017;1;0,043;R;
ES0022000006459512WH;08/01/2017;2;0,026;R;
ES0022000006459512WH;08/01/2017;3;0,034;R;
ES0022000006459512WH;08/01/2017;4;0,038;R;
ES0022000006459512WH;08/01/2017;5;0,038;R;
ES0022000006459512WH;08/01/2017;6;0,022;R;
ES0022000006459512WH;08/01/2017;7;0,03;R;
ES0022000006459512WH;08/01/2017;8;0,037;R;
ES0022000006459512WH;08/01/2017;9;0,037;R;
ES0022000006459512WH;08/01/2017;10;0,024;R;
ES0022000006459512WH;08/01/2017;11;0,036;R;
ES0022000006459512WH;08/01/2017;12;0,044;R;
ES0022000006459512WH;08/01/2017;13;0,041;R;
ES0022000006459512WH;08/01/2017;14;0,029;R;
ES0022000006459512WH;08/01/2017;15;0,034;R;
ES0022000006459512WH;08/01/2017;16;0,042;R;
ES0022000006459512WH;08/01/2017;17;0,041;R;
ES0022000006459512WH;08/01/2017;18;0,02;R;
ES0022000006459512WH;08/01/2017;19;0,038;R;
ES0022000006459512WH;08/01/2017;20;0,043;R;
ES0022000006459512WH;08/01/2017;21;0,039;R;
ES0022000006459512WH;08/01/2017;22;0,024;R;
ES0022000006459512WH;08/01/2017;23;0,038;R;
ES0022000006459512WH;08/01/2017;24;0,043;R;
ES0022000006459512WH;09/01/2017;1;0,042;R;
ES0022000006459512WH;09/01/2017;2;0,028;R;
ES0022000006459512WH;09/01/2017;3;0,035;R;
ES0022000006459512WH;09/01/2017;4;0,043;R;
ES0022000006459512WH;09/01/2017;5;0,041;R;
ES0022000006459512WH;09/01/2017;6;0,027;R;
ES0022000006459512WH;09/01/2017;7;0,033;R;
ES0022000006459512WH;09/01/2017;8;0,041;R;
ES0022000006459512WH;09/01/2017;9;0,04;R;
ES0022000006459512WH;09/01/2017;10;0,028;R;
ES0022000006459512WH;09/01/2017;11;0,031;R;
ES0022000006459512WH;09/01/2017;12;0,042;R;
ES0022000006459512WH;09/01/2017;13;0,053;R;
ES0022000006459512WH;09/01/2017;14;0,053;R;
ES0022000006459512WH;09/01/2017;15;0,032;R;
ES0022000006459512WH;09/01/2017;16;0,044;R;
ES0022000006459512WH;09/01/2017;17;0,041;R;
ES0022000006459512WH;09/01/2017;18;0,028;R;
ES0022000006459512WH;09/01/2017;19;0,031;R;
ES0022000006459512WH;09/01/2017;20;0,043;R;
ES0022000006459512WH;09/01/2017;21;0,041;R;
ES0022000006459512WH;09/01/2017;22;0,026;R;
ES0022000006459512WH;09/01/2017;23;0,038;R;
ES0022000006459512WH;09/01/2017;24;0,041;R;
ES0022000006459512WH;10/01/2017;1;0,042;R;
ES0022000006459512WH;10/01/2017;2;0,027;R;
ES0022000006459512WH;10/01/2017;3;0,035;R;
ES0022000006459512WH;10/01/2017;4;0,043;R;
ES0022000006459512WH;10/01/2017;5;0,041;R;
ES0022000006459512WH;10/01/2017;6;0,021;R;
ES0022000006459512WH;10/01/2017;7;0,038;R;
ES0022000006459512WH;10/01/2017;8;0,041;R;
ES0022000006459512WH;10/01/2017;9;0,044;R;
ES0022000006459512WH;10/01/2017;10;0,017;R;
ES0022000006459512WH;10/01/2017;11;0,043;R;
ES0022000006459512WH;10/01/2017;12;0,043;R;
ES0022000006459512WH;10/01/2017;13;0,039;R;
ES0022000006459512WH;10/01/2017;14;0,026;R;
ES0022000006459512WH;10/01/2017;15;0,042;R;
ES0022000006459512WH;10/01/2017;16;0,044;R;
ES0022000006459512WH;10/01/2017;17;0,032;R;
ES0022000006459512WH;10/01/2017;18;0,029;R;
ES0022000006459512WH;10/01/2017;19;0,042;R;
ES0022000006459512WH;10/01/2017;20;0,041;R;
ES0022000006459512WH;10/01/2017;21;0,021;R;
ES0022000006459512WH;10/01/2017;22;0,04;R;
ES0022000006459512WH;10/01/2017;23;0,044;R;
ES0022000006459512WH;10/01/2017;24;0,042;R;
ES0022000006459512WH;11/01/2017;1;0,019;R;
ES0022000006459512WH;11/01/2017;2;0,044;R;
ES0022000006459512WH;11/01/2017;3;0,041;R;
ES0022000006459512WH;11/01/2017;4;0,042;R;
ES0022000006459512WH;11/01/2017;5;0,018;R;
ES0022000006459512WH;11/01/2017;6;0,041;R;
ES0022000006459512WH;11/01/2017;7;0,041;R;
ES0022000006459512WH;11/01/2017;8;0,041;R;
ES0022000006459512WH;11/01/2017;9;0,018;R;
ES0022000006459512WH;11/01/2017;10;0,04;R;
ES0022000006459512WH;11/01/2017;11;0,043;R;
ES0022000006459512WH;11/01/2017;12;0,043;R;
ES0022000006459512WH;11/01/2017;13;0,019;R;
ES0022000006459512WH;11/01/2017;14;0,046;R;
ES0022000006459512WH;11/01/2017;15;0,042;R;
ES0022000006459512WH;11/01/2017;16;0,042;R;
ES0022000006459512WH;11/01/2017;17;0,02;R;
ES0022000006459512WH;11/01/2017;18;0,042;R;
ES0022000006459512WH;11/01/2017;19;0,042;R;
ES0022000006459512WH;11/01/2017;20;0,045;R;
ES0022000006459512WH;11/01/2017;21;0,017;R;
ES0022000006459512WH;11/01/2017;22;0,043;R;
ES0022000006459512WH;11/01/2017;23;0,044;R;
ES0022000006459512WH;11/01/2017;24;0,042;R;
ES0022000006459512WH;12/01/2017;1;0,025;R;
ES0022000006459512WH;12/01/2017;2;0,038;R;
ES0022000006459512WH;12/01/2017;3;0,042;R;
ES0022000006459512WH;12/01/2017;4;0,043;R;
ES0022000006459512WH;12/01/2017;5;0,029;R;
ES0022000006459512WH;12/01/2017;6;0,031;R;
ES0022000006459512WH;12/01/2017;7;0,043;R;
ES0022000006459512WH;12/01/2017;8;0,043;R;
ES0022000006459512WH;12/01/2017;9;0,032;R;
ES0022000006459512WH;12/01/2017;10;0,027;R;
ES0022000006459512WH;12/01/2017;11;0,044;R;
ES0022000006459512WH;12/01/2017;12;0,043;R;
ES0022000006459512WH;12/01/2017;13;0,037;R;
ES0022000006459512WH;12/01/2017;14;0,028;R;
ES0022000006459512WH;12/01/2017;15;0,047;R;
ES0022000006459512WH;12/01/2017;16;0,21;R;
ES0022000006459512WH;12/01/2017;17;0,071;R;
ES0022000006459512WH;12/01/2017;18;0,033;R;
ES0022000006459512WH;12/01/2017;19;0,085;R;
ES0022000006459512WH;12/01/2017;20;0,061;R;
